time,TRGW_2_8_47,TRGW_2_8_29,TRGW_2_29_5,TRGW_2_41_32,TRGW_2_47_50,TRGW_2_65_32,TRGW_2_68_47,TRGW_2_74_14,TRGW_2_80_20,TRGW_2_89_47,TRGW_2_101_23,TRGW_2_104_32,TRGW_0_8_47,TRGW_0_8_29,TRGW_0_29_5,TRGW_0_41_32,TRGW_0_47_50,TRGW_0_65_32,TRGW_0_68_47,TRGW_0_74_14,TRGW_0_80_20,TRGW_0_89_47,TRGW_0_101_23,TRGW_0_104_32
1.000000000000,34.96967550,35.41911124,36.12507841,34.94065193,34.73020293,34.80008308,34.58147406,35.11102195,34.88760991,34.42790392,34.50468732,34.32473346,34.95298354,35.42906555,36.13504852,34.95020627,34.73955268,34.80960304,34.57221680,35.12124265,34.89720025,34.42143055,34.51402209,34.33414094
2.000000000000,34.92922144,35.37271761,36.07662777,34.89530861,34.68814544,34.75464251,34.54069215,35.06352015,34.84076112,34.38773767,34.46131370,34.28398775,34.91299306,35.38239422,36.08650774,34.90449953,34.69685642,34.76380797,34.53174948,35.07355696,34.85011919,34.38143840,34.47012197,34.29264165
3.000000000000,34.89408452,35.32985825,36.02973048,34.85430408,34.65150918,34.71344895,34.50528772,35.01871566,34.79728297,34.35369588,34.42385645,34.25033050,34.87864362,35.33931819,36.03959154,34.86320823,34.65982343,34.72233719,34.49696114,35.02861456,34.80644963,34.34784010,34.43223481,34.25843227
4.000000000000,34.86324010,35.29065818,35.98465136,34.81770585,34.61956152,34.67665287,34.47450050,34.97719724,34.75774241,34.32482145,34.39170258,34.22237516,34.84855875,35.29989843,35.99447906,34.82632717,34.62756548,34.68526057,34.46674864,34.98691254,34.76667492,34.31937692,34.39971479,34.23006357
5.000000000000,34.83598540,35.25490797,35.94148811,34.78515627,34.59161418,34.64396329,34.44767520,34.93909935,34.72208093,34.30023224,34.36397547,34.19882832,34.82199592,35.26394024,35.95126563,34.79351992,34.59936786,34.65230928,34.44043129,34.94860842,34.73077421,34.29515214,34.37169582,34.20621987
6.000000000000,34.81187716,35.22243757,35.90040882,34.75635952,34.56721111,34.61511907,34.42437790,34.90447811,34.69019826,34.27929853,34.34005064,34.17887638,34.79851107,35.23127962,35.91012092,34.76449524,34.57476031,34.62322933,34.41757728,34.91377544,34.69866220,34.27454066,34.34754067,34.18605243
7.000000000000,34.79068779,35.19318492,35.86168889,34.73115037,34.54610124,34.58997233,34.40436132,34.87341419,34.66205751,34.26161796,34.31955839,34.16208257,34.77787723,35.20185514,35.87132059,34.73908629,34.55348217,34.59787301,34.39794237,34.88250307,34.67030725,34.25714318,34.32686587,34.16909856
8.000000000000,34.77205067,35.16688889,35.82535848,34.70913160,34.52786359,34.56812636,34.38718374,34.84569168,34.63730175,34.24668081,34.30199780,34.14787934,34.75973540,35.17540592,35.83489892,34.71689851,34.53510918,34.57584813,34.38109792,34.85458563,34.64536350,34.24245632,34.30916352,34.15478275
9.000000000000,34.75577558,35.14342034,35.79155898,34.69007946,34.51225668,34.54934227,34.37260100,34.82119922,34.61575177,34.23418328,34.28708393,34.13598771,34.74389786,35.15180102,35.80099788,34.69770306,34.51939378,34.55691198,34.36680170,34.82991298,34.62364677,34.23017775,34.29413914,34.14281003
10.00000000000,34.74160730,35.12255302,35.76028242,34.67369666,34.49898504,34.53331406,34.36031141,34.79970323,34.59712966,34.22379617,34.27450139,34.12609680,34.73011558,35.13081401,35.76961414,34.68120011,34.50603621,34.54075572,34.35475761,34.80825389,34.60487930,34.21998095,34.28147087,34.13286265
11.00000000000,34.72950412,35.10428586,35.73171804,34.65988958,34.48795682,34.51992998,34.35020632,34.78117103,34.58134151,34.21540530,34.26414323,34.11809894,34.71834922,35.11244224,35.74093818,34.66729598,34.49494458,34.52726838,34.34486248,34.78957673,34.58896877,34.21175487,34.27105094,34.12483258
12.00000000000,34.71922184,35.08837404,35.70577604,34.64835600,34.47888539,34.50887295,34.34199707,34.76532377,34.56808581,34.20871683,34.25571274,34.11171808,34.70835833,35.09643994,35.71488279,34.65568485,34.48582730,34.51612875,34.33682966,34.77360219,34.57560996,34.20520692,34.26257724,34.11843644
13.00000000000,34.71070077,35.07476971,35.68254220,34.63899400,34.47167742,34.50002715,34.33558207,34.75207318,34.55725381,34.20363401,34.24911349,34.10687109,34.70008686,35.08275908,35.69153578,34.64626381,34.47859079,34.50722028,34.33056160,34.76024250,34.56469418,34.20024299,34.25595246,34.11359080
14.00000000000,34.70377649,35.06330347,35.66194426,34.63158153,34.46612712,34.49315964,34.33075557,34.74120923,34.54860774,34.19996390,34.24413852,34.10336188,34.69337308,35.07122874,35.67082701,34.63880925,34.47302700,34.50030802,34.32585531,34.74928604,34.55598263,34.19667138,34.25096716,34.11009728
15.00000000000,34.69832950,35.05384670,35.64393220,34.62595371,34.46208398,34.48809159,34.32736785,34.73256137,34.54197846,34.19756133,34.24063527,34.10106171,34.68810012,35.06171919,35.65270722,34.63315362,34.46898308,34.49521081,34.32256295,34.74056146,34.54930284,34.19434895,34.24746645,34.10782363
16.00000000000,34.69425122,35.04627604,35.62844388,34.62196853,34.45942006,34.48467490,34.32528857,34.72597298,34.53720734,34.19630599,34.23847861,34.09986418,34.68416266,35.05410706,35.63711608,34.62915339,34.46632959,34.49177840,34.32055647,34.73391128,34.54449554,34.19315668,34.24532330,34.10666200
17.00000000000,34.69154150,35.04059168,35.61551350,34.61961277,34.45812351,34.48288722,34.32450797,34.72141994,34.53427508,34.19619409,34.23766061,34.09978045,34.68156132,35.04839144,35.62408924,34.62679379,34.46505390,34.48998688,34.31982591,34.72930949,34.54153893,34.19309064,34.24452895,34.10662277
18.00000000000,34.69015103,35.03673990,35.60511725,34.61879754,34.45812292,34.48262961,34.32494402,34.71880818,34.53307396,34.19714993,34.23810132,34.10072272,34.68024765,35.04451831,35.61360312,34.62598711,34.46508496,34.48973877,34.32029246,34.72666291,34.54032766,34.19407796,34.24500479,34.10762147
19.00000000000,34.68988846,35.03450693,35.59707912,34.61930093,34.45920488,34.48367908,34.32639776,34.71790683,34.53337920,34.19899542,34.23960114,34.10251821,34.68003485,35.04227448,35.60548200,34.62651014,34.46620855,34.49080905,34.32175906,34.72573959,34.54063448,34.19594053,34.24654859,34.10948017
20.00000000000,34.69069150,35.03380536,35.59130576,34.62103219,34.46129639,34.48593753,34.32879398,34.71860341,34.53507664,34.20165552,34.24207760,34.10510075,34.68086011,35.04157006,35.59963360,34.62826897,34.46834776,34.49309682,34.32415009,34.72642494,34.54234323,34.19860419,34.24907582,34.11213132
21.00000000000,34.69262438,35.03470351,35.58787292,34.62403989,34.46445066,34.48944861,34.33218069,34.72093450,34.53820417,34.20519124,34.24558613,34.10852040,34.68278970,35.04247443,35.59613406,34.63131464,34.47155940,34.49664808,34.32751652,34.72875713,34.54549382,34.20213181,34.25264464,34.11562949
22.00000000000,34.69555748,35.03704973,35.58662432,34.62819333,34.46854423,34.49407988,34.33644395,34.72474474,34.54263476,34.20948179,34.25000365,34.11268875,34.68569363,35.04483436,35.59482647,34.63551145,34.47571504,34.50132512,34.33174042,34.73257694,34.54995258,34.20640020,34.25712699,34.11987795
23.00000000000,34.69939925,35.04073059,35.58742790,34.63336641,34.47346443,34.49969793,34.34146902,34.72989553,34.54822011,34.21442360,34.25521430,34.11748699,34.68948223,35.04853567,35.59557931,34.64073521,34.48070280,34.50699671,34.33671201,34.73774655,34.55557541,34.21130875,34.26240855,34.12476271
24.00000000000,34.70401268,35.04558374,35.59012027,34.63940839,34.47908345,34.50615669,34.34712977,34.73621700,34.55479280,34.21990917,34.26108826,34.12280067,34.69402373,35.05341770,35.59822965,34.64683498,34.48639468,34.51351595,34.34230698,34.74409647,34.56219447,34.21675068,34.26835865,34.13016689
25.00000000000,34.70961189,35.05183700,35.59491251,34.64653355,34.48560295,34.51366405,34.35362553,34.74392047,34.56256332,34.22613960,34.26783936,34.12883326,34.69952903,35.05970744,35.60298882,34.65402616,34.49299588,34.52109250,34.34872455,34.75183789,34.57002011,34.22292843,34.27519379,34.13629851
26.00000000000,34.71599766,35.05926167,35.60155217,34.65453462,34.49282935,34.52201185,34.36077419,34.75276959,34.57132899,34.23292223,34.27526501,34.13542035,34.70579808,35.06717374,35.60960269,34.66209619,34.50030585,34.52951257,34.35577805,34.76073105,34.57884352,34.22964593,34.28270603,34.14298425
27.00000000000,34.72309702,35.06776280,35.60992543,34.66332916,34.50068964,34.53111863,34.36849875,34.76267121,34.58098868,34.24019523,34.28329561,34.14248419,34.71276169,35.07572313,35.61795867,34.67096494,34.50825373,34.53869662,34.36339548,34.77068368,34.58856753,34.23684383,34.29082699,34.15015100
28.00000000000,34.73090465,35.07732437,35.61999752,34.67288041,34.50916053,34.54094257,34.37677180,34.77358129,34.59148730,34.24794454,34.29190132,34.14999210,34.72041557,35.08533916,35.62802144,34.68059778,34.51681835,34.54860578,34.37155259,34.78165362,34.59914004,34.24451092,34.29952972,34.15776884
