time,HEADWATER,TAILWATER,GAGE_1
1.000000000000,-1495.761924751060,-1046.910426519620,3044.234515913059
2.000000000000,-1424.505492935546,-985.6369810427889,2911.788895148105
3.000000000000,-1364.632709940445,-936.6604381783829,2802.967391835996
4.000000000000,-1312.414572364731,-895.7113998197084,2709.812749675839
5.000000000000,-1266.520025504646,-861.0574373627308,2629.268598517560
6.000000000000,-1226.205253357471,-831.6699740101855,2559.565748129112
7.000000000000,-1191.096673156306,-806.9181359077110,2499.701633341923
8.000000000000,-1160.501806590158,-786.0600952600929,2448.243135001953
9.000000000000,-1134.078393653180,-768.6578156714392,2404.410652917200
10.00000000000,-1111.367822400250,-754.2358481048153,2367.270729955741
11.00000000000,-1092.251645032165,-742.6403047297783,2336.551080994215
12.00000000000,-1076.277466585557,-733.4342828186460,2311.362957264768
13.00000000000,-1063.330122380071,-726.5080786139877,2291.481357772823
14.00000000000,-1053.062775582849,-721.5290447430392,2276.227246384784
15.00000000000,-1045.281673909763,-718.3443570971933,2265.253900536118
16.00000000000,-1039.778653134883,-716.7724039977514,2258.171635399754
17.00000000000,-1036.563775659706,-716.8133172532031,2254.990590441636
18.00000000000,-1035.501318063160,-718.3393874437056,2255.447392173001
19.00000000000,-1036.265349303966,-721.1071502133659,2258.972740301306
20.00000000000,-1038.748269553996,-725.0144723795173,2265.356922805229
21.00000000000,-1043.037541822895,-730.1526699402636,2274.778429086033
22.00000000000,-1048.951957637340,-736.3602726546579,2286.894793255559
23.00000000000,-1056.293063200960,-743.4618324087479,2301.332246566639
24.00000000000,-1064.848323531375,-751.3320181114728,2317.752761504056
25.00000000000,-1074.966789177166,-760.2647521907454,2336.798900762617
26.00000000000,-1086.328434549277,-769.9545179588138,2357.845684141505
27.00000000000,-1098.818974592072,-780.3587485651325,2380.735959539827
28.00000000000,-1112.382841669589,-791.4145021734507,2405.351296273012
29.00000000000,-1126.922792073436,-803.0548890148857,2431.527615400436
30.00000000000,-1142.654757696213,-815.4871936239066,2459.687580019679
31.00000000000,-1159.253578795018,-828.4225054154175,2489.217700510901
32.00000000000,-1176.799847471024,-841.9340474450323,2520.271538630168
33.00000000000,-1194.970675832025,-855.7604051277647,2552.265085658216
34.00000000000,-1214.261214489273,-870.3564078878117,2586.147505042953
35.00000000000,-1234.193174293786,-885.2934912221584,2621.012738041766
36.00000000000,-1255.023164284203,-900.8131325203068,2657.358309699043
37.00000000000,-1276.201336736998,-916.4488771003245,2694.168581897421
38.00000000000,-1298.134147099910,-932.5622912157836,2732.210836093946
39.00000000000,-1320.534404709118,-948.8932107342367,2770.938281849646
40.00000000000,-1343.674908506346,-965.7204296345653,2810.901855933946
41.00000000000,-1367.234042953236,-982.7632028078509,2851.499699870047
42.00000000000,-1391.300923126872,-1000.095520907415,2892.894725116687
43.00000000000,-1415.926738997554,-1017.765236422507,2935.185955826430
44.00000000000,-1441.007590804226,-1035.683847345802,2978.181047362246
45.00000000000,-1466.479926972713,-1053.846227760287,3021.811196732629
46.00000000000,-1492.117212860235,-1072.018017639212,3065.615943860323
47.00000000000,-1518.226304663315,-1090.490871574609,3110.193171159499
48.00000000000,-1544.448515155294,-1108.965298732082,3154.885237956566
49.00000000000,-1571.200392499276,-1127.791267953507,3200.458046117005
50.00000000000,-1598.194763072054,-1146.742826751910,3246.398898657506
51.00000000000,-1625.423375678544,-1165.806243012745,3292.685793334473
52.00000000000,-1652.927470533424,-1185.028176348938,3339.406491094252
53.00000000000,-1680.680335002700,-1204.390122918781,3386.515797084396
54.00000000000,-1708.439466465632,-1223.697904856573,3433.577320634356
55.00000000000,-1736.513651561924,-1243.214261445777,3481.162022527304
56.00000000000,-1764.563310984804,-1262.651111218243,3528.642841079162
57.00000000000,-1792.982383737585,-1282.328804136902,3576.733482764676
58.00000000000,-1821.598295912835,-1302.143941053029,3625.158196323382
59.00000000000,-1850.004199730166,-1321.730383042614,3673.144527127802
60.00000000000,-1878.486424198338,-1341.338207908778,3721.228324882494
61.00000000000,-1907.001825858141,-1360.938049198379,3769.337199067221
62.00000000000,-1935.491218676267,-1380.499604718955,3817.381666418968
63.00000000000,-1964.051322079257,-1400.096060664447,3865.531524534991
64.00000000000,-1992.652066770839,-1419.688330842633,3913.717734919667
65.00000000000,-2021.200510559664,-1439.237530831460,3961.808345924503
66.00000000000,-2049.896907408840,-1458.904692008172,4010.164384228498
67.00000000000,-2078.454093843064,-1478.435782102723,4058.245159348991
68.00000000000,-2106.958488797077,-1497.897937129300,4106.204367186277
69.00000000000,-2135.364242941735,-1517.274455840898,4153.979335258254
70.00000000000,-2163.624061602868,-1536.502557269511,4201.460056296753
71.00000000000,-2191.653937595986,-1555.530013954693,4248.510258022185
72.00000000000,-2219.654653428888,-1574.552653555444,4295.526170437406
73.00000000000,-2247.556247408341,-1593.489381571302,4342.356983798160
74.00000000000,-2275.419459331044,-1612.407877753162,4389.130920289148
75.00000000000,-2303.119739084782,-1631.200858920815,4435.616365542805
76.00000000000,-2330.757279861921,-1649.950708624377,4481.995658230227
77.00000000000,-2357.913511890056,-1668.284376727057,4527.478040708090
78.00000000000,-2384.963850355120,-1686.554879282395,4572.790845079920
79.00000000000,-2411.778151743605,-1704.642427476459,4617.684922095762
80.00000000000,-2438.631576076435,-1722.798853466194,4662.686610173596
81.00000000000,-2465.014674879931,-1740.563511519475,4706.826829057073
82.00000000000,-2491.303676124452,-1758.268568380672,4750.813032406971
83.00000000000,-2517.217013502687,-1775.681642608740,4794.131842646463
84.00000000000,-2542.604878739749,-1792.667406890464,4836.498308891510
