time,TRGW_2_8_47,TRGW_2_8_29,TRGW_2_29_5,TRGW_2_41_32,TRGW_2_47_50,TRGW_2_65_32,TRGW_2_68_47,TRGW_2_74_14,TRGW_2_80_20,TRGW_2_89_47,TRGW_2_101_23,TRGW_2_104_32,TRGW_0_8_47,TRGW_0_8_29,TRGW_0_29_5,TRGW_0_41_32,TRGW_0_47_50,TRGW_0_65_32,TRGW_0_68_47,TRGW_0_74_14,TRGW_0_80_20,TRGW_0_89_47,TRGW_0_101_23,TRGW_0_104_32
1.000000000000,34.96962402,35.41905768,36.12503707,34.94056151,34.73012088,34.79998071,34.58139003,35.11091946,34.88749767,34.42783054,34.50460042,34.32465000,34.95293384,35.42901193,36.13500732,34.95011585,34.73947068,34.80950065,34.57213532,35.12114019,34.89708804,34.42135916,34.51393519,34.33405743
2.000000000000,34.94702665,35.39314113,36.09796641,34.91523624,34.70663225,34.77460389,34.55861640,35.08438832,34.86133072,34.40540348,34.48037820,34.30189781,34.93059834,35.40294087,36.10788718,34.92458785,34.71562530,34.78392575,34.54953986,35.09450649,34.87079145,34.39903162,34.48941879,34.31088407
3.000000000000,34.96591210,35.41336087,36.11789367,34.93550382,34.72621423,34.79485602,34.57767003,35.10458032,34.88164872,34.42463214,34.50075082,34.32189541,34.94949171,35.42330570,36.12789073,34.94504225,34.73559480,34.80436211,34.56864831,35.11479823,34.89122512,34.41835213,34.51005399,34.33129193
4.000000000000,35.01739592,35.47271555,36.17960563,34.99360902,34.77989020,34.85311073,34.62970017,35.16545017,34.94176532,34.47591081,34.55624624,34.37380295,35.00022030,35.48298628,36.18968089,35.00358240,34.79003539,34.86303638,34.62011324,35.17585854,34.95159966,34.46925843,34.56621592,34.38415628
5.000000000000,35.08469154,35.55329785,36.26633529,35.07127678,34.85002982,34.93109995,34.69756160,35.24923947,35.02350230,34.54166575,34.62818984,34.43928535,35.06612954,35.56400735,36.27648140,35.08183043,34.86103664,34.94158825,34.68688358,35.25993168,35.03372254,34.53422868,34.63901504,34.45076986
6.000000000000,35.14875650,35.63319453,36.35616254,35.14670093,34.91655996,35.00691762,34.76175685,35.33343271,35.10434957,34.60254708,34.69580952,34.49897868,35.12854352,35.64434567,36.36637113,35.15782858,34.92826857,35.01797058,34.74976115,35.34446381,35.11500972,34.59412548,34.70739836,34.51138187
7.000000000000,35.19077539,35.68969030,36.42514708,35.19779163,34.95970206,35.05831213,34.80310474,35.39418045,35.16093778,34.63999272,34.73858473,34.53447203,35.16913464,35.70116214,36.43540650,35.20931816,34.97172933,35.06976977,34.78997287,35.40553363,35.17197980,34.63069842,34.75062326,34.54728866
8.000000000000,35.19794531,35.70624209,36.45459312,35.20896105,34.96604257,35.06952462,34.80864052,35.41364723,35.17623143,34.64193446,34.74289411,34.53408442,35.17555191,35.71781949,36.46489330,35.22058845,34.97789285,35.08110568,34.79493729,35.42522878,35.18749376,34.63218007,34.75490973,34.54665715
9.000000000000,35.16684279,35.67691528,36.43607151,35.17531869,34.93209303,35.03555918,34.77507492,35.38488228,35.14419511,34.60601170,34.70573965,34.49625322,35.14461759,35.68834526,36.44640507,35.18670352,34.94329373,35.04693173,34.76156196,35.39653690,35.15544591,34.59635942,34.71721890,34.50792632
10.00000000000,35.10413330,35.60779130,36.37350205,35.10377104,34.86499289,34.96331314,34.70943100,35.31352559,35.07122311,34.53992218,34.63526493,34.42946169,35.08295655,35.61884927,36.38386417,35.11461737,34.87522384,34.97418378,34.69681804,35.32507313,35.08222032,34.53089006,34.64579772,34.43978038
